match_id,group,home_team,away_team,date_utc,venue,round,multiplier,stadium,city,country,altitude_m,avg_june_temp_c,avg_june_humidity_pct,roof_covered,home_is_host,away_is_host,home_fifa_rank,home_fifa_points,home_confederation,home_fifa_rank_date,home_matches_played,home_avg_goals_for,home_avg_goals_against,home_win_rate,home_draw_rate,home_last_match,home_polymarket_win_prob,home_volume,home_liquidity,home_shootouts_played,home_shootouts_won,home_shootout_win_rate,home_wc22_avg_corners,home_wc22_avg_yellows,home_wc22_avg_reds,home_wc22_avg_fouled,home_wc22_avg_possession,home_wc22_avg_shots,home_wc22_avg_offsides,home_wc22_matches,away_fifa_rank,away_fifa_points,away_confederation,away_fifa_rank_date,away_matches_played,away_avg_goals_for,away_avg_goals_against,away_win_rate,away_draw_rate,away_last_match,away_polymarket_win_prob,away_volume,away_liquidity,away_shootouts_played,away_shootouts_won,away_shootout_win_rate,away_wc22_avg_corners,away_wc22_avg_yellows,away_wc22_avg_reds,away_wc22_avg_fouled,away_wc22_avg_possession,away_wc22_avg_shots,away_wc22_avg_offsides,away_wc22_matches,rank_diff,points_diff,pm_prob_diff,form_gf_diff,form_ga_diff,win_rate_diff,expected_corners,expected_yellows,expected_reds,high_altitude,very_high_altitude,h2h_played,h2h_home_gd,h2h_avg_gd
21,K,Portugal,DR Congo,2026-06-17 17:00:00+00:00,"NRG Stadium, Houston",Group,1,NRG Stadium,Houston,US,15,30,76,1,0,0,5.0,1763.83,UEFA,2026-05-26,20,2.05,0.8,0.7,0.15,9/9/2025,0.1065,24168639.94677366,388425.62603,7.0,4.0,0.5714285714285714,5.6,1.2,0.0,11.2,0.0,12.4,2.6,5.0,46.0,1478.35,CAF,2026-05-26,20,1.7,1.3,0.4,0.25,9/9/2025,0.0005,23075657.89078797,4336566.88433,5.0,3.0,0.6,4.636904761904762,1.8422619047619047,0.0357142857142857,13.630952380952381,0.0,9.866071428571429,2.095238095238095,,41.0,285.48,0.106,0.34999999999999987,-0.5,0.29999999999999993,10.23690476190476,3.0422619047619044,0.0357142857142857,0,0,1,-0.0,-0.0
22,L,England,Croatia,2026-06-17 20:00:00+00:00,"AT&T Stadium, Dallas",Group,1,AT&T Stadium,Dallas,US,170,30,65,1,0,0,4.0,1825.97,UEFA,2026-05-26,20,2.3,0.5,0.65,0.2,9/9/2025,0.1125,19998863.259082943,1257437.71482,6.0,3.0,0.5,5.0,0.2,0.0,10.6,0.0,12.0,1.0,5.0,11.0,1717.07,UEFA,2026-05-26,20,1.75,0.75,0.55,0.3,9/9/2019,0.0085,26032160.421890847,3754946.25424,9.0,5.0,0.5555555555555556,4.285714285714286,1.1428571428571428,0.0,12.857142857142858,0.0,11.571428571428571,1.5714285714285714,7.0,7.0,108.90000000000009,0.10400000000000001,0.5499999999999998,-0.25,0.09999999999999998,9.285714285714285,1.3428571428571427,0.0,0,0,8,11.0,1.375
23,L,Ghana,Panama,2026-06-17 23:00:00+00:00,"BMO Field, Toronto",Group,1,BMO Field,Toronto,CA,76,22,64,0,0,0,74.0,,CAF,2026-05-26,20,1.5,0.6,0.6,0.15,9/9/2024,0.0025,23069795.21664008,9446017.32748,5.0,1.0,0.2,4.333333333333333,2.6666666666666665,0.0,15.333333333333334,0.0,8.333333333333334,1.3333333333333333,3.0,33.0,1540.64,CONCACAF,2026-05-26,20,1.2,1.85,0.3,0.3,9/8/2025,0.0005,17394229.055756878,10153517.11113,7.0,5.0,0.7142857142857143,4.944444444444444,2.0833333333333335,0.0,13.083333333333334,0.0,12.388888888888888,2.75,,-41.0,-1540.64,0.002,0.30000000000000004,-1.25,0.3,9.277777777777777,4.75,0.0,0,0,1,0.0,0.0
24,K,Uzbekistan,Colombia,2026-06-18 02:00:00+00:00,"Estadio Azteca, Mexico City",Group,1,Estadio Azteca,Mexico City,MX,2240,18,50,0,0,0,50.0,1465.34,AFC,2026-05-26,20,1.4,1.25,0.35,0.3,9/8/2015,0.0005,44915727.30141759,8306679.95523,4.0,2.0,0.5,3.513888888888889,2.347222222222222,0.0,13.347222222222221,0.0,9.555555555555555,1.597222222222222,,13.0,1693.09,CONMEBOL,2026-05-26,20,1.65,1.0,0.4,0.3,9/9/2025,0.0175,20157884.61946753,4887618.55151,6.0,2.0,0.3333333333333333,4.826190476190476,1.788095238095238,0.0,13.721428571428572,0.0,13.130952380952381,2.138095238095238,,-37.0,-227.75,-0.017,-0.25,0.25,-0.050000000000000044,8.340079365079365,4.135317460317459,0.0,1,1,1,-0.0,-0.0
25,A,Czechia,South Africa,2026-06-18 16:00:00+00:00,"Mercedes-Benz Stadium, Atlanta",Group,1,Mercedes-Benz Stadium,Atlanta,US,320,27,70,1,0,0,41.0,1501.38,UEFA,2026-05-26,20,1.9,1.0,0.55,0.1,9/9/2014,0.0025,11350709.90824748,7604753.88979,2.0,2.0,1.0,5.373809523809523,1.278042328042328,0.022222222222222223,11.536772486772486,0.0,12.646296296296295,2.011904761904762,,60.0,1429.73,CAF,2026-05-26,20,1.2,1.05,0.3,0.35,9/9/2025,0.0005,31254330.307894263,8729778.81492,21.0,9.0,0.4285714285714285,4.636904761904762,1.8422619047619047,0.0357142857142857,13.630952380952381,0.0,9.866071428571429,2.095238095238095,,19.0,71.65000000000009,0.002,0.7,-0.050000000000000044,0.25000000000000006,10.010714285714286,3.1203042328042327,0.057936507936507925,0,0,1,0.0,0.0
26,B,Switzerland,Bosnia and Herzegovina,2026-06-18 19:00:00+00:00,"SoFi Stadium, Los Angeles",Group,1,SoFi Stadium,Los Angeles,US,60,22,70,1,0,0,19.0,1649.4,UEFA,2026-05-26,20,1.9,1.1,0.45,0.3,9/9/2023,0.0095,21886137.313956413,1182115.14173,6.0,1.0,0.1666666666666666,5.0,2.25,0.0,13.0,0.0,9.0,1.5,4.0,65.0,1385.84,UEFA,2026-05-26,20,1.9,1.6,0.35,0.15,9/9/2025,0.0025,12691500.810334688,9788254.94945,4.0,3.0,0.75,5.373809523809523,1.278042328042328,0.022222222222222223,11.536772486772486,0.0,12.646296296296295,2.011904761904762,,46.0,263.5600000000002,0.006999999999999999,0.0,-0.5,0.10000000000000003,10.373809523809523,3.528042328042328,0.022222222222222223,0,0,2,-2.0,-1.0
27,B,Canada,Qatar,2026-06-18 22:00:00+00:00,"BC Place, Vancouver",Group,1,BC Place,Vancouver,CA,10,18,70,1,1,0,30.0,1556.48,CONCACAF,2026-05-26,20,2.0,1.15,0.4,0.25,9/9/2018,0.0035,28311657.534684703,8661889.89084,4.0,1.0,0.25,4.0,2.6666666666666665,0.0,11.0,0.0,11.666666666666666,2.6666666666666665,3.0,55.0,1454.96,AFC,2026-05-26,20,3.05,1.05,0.5,0.3,9/8/2015,0.0005,28965219.95633185,10015296.22025,3.0,3.0,1.0,3.0,2.333333333333333,0.0,10.333333333333334,0.0,7.0,2.333333333333333,3.0,25.0,101.51999999999998,0.003,-1.0499999999999998,0.09999999999999987,-0.09999999999999998,7.0,5.0,0.0,0,0,2,2.0,1.0
28,A,Mexico,South Korea,2026-06-19 01:00:00+00:00,"Estadio Akron, Guadalajara",Group,1,Estadio Akron,Guadalajara,MX,1560,23,55,0,1,0,15.0,1681.03,CONCACAF,2026-05-26,20,2.25,0.7,0.7,0.15,9/9/2009,0.0105,24788460.52769668,2479147.85007,5.0,4.0,0.8,5.333333333333333,2.333333333333333,0.0,17.0,0.0,14.0,4.333333333333333,3.0,25.0,1588.66,AFC,2026-05-26,20,3.15,0.55,0.7,0.25,9/8/2015,0.0025,28711267.597339444,6347710.1918,5.0,3.0,0.6,6.0,1.5,0.0,11.25,0.0,12.25,1.75,4.0,10.0,92.36999999999989,0.008,-0.8999999999999999,0.1499999999999999,0.0,11.333333333333332,3.833333333333333,0.0,1,1,7,4.0,0.5714285714285714
29,D,Türkiye,Paraguay,2026-06-19 04:00:00+00:00,"Levi's Stadium, Santa Clara",Group,1,Levi's Stadium,Santa Clara,US,10,17,75,0,0,0,22.0,1599.04,UEFA,2026-05-26,20,1.15,1.55,0.3,0.4,9/9/2024,0.0065,14876939.91887294,3957795.57756,1.0,1.0,1.0,5.373809523809523,1.278042328042328,0.022222222222222223,11.536772486772486,0.0,12.646296296296295,2.011904761904762,,40.0,1503.5,CONMEBOL,2026-05-26,20,1.45,0.95,0.5,0.3,9/9/2025,0.0025,24752587.164427843,6704407.0279,6.0,4.0,0.6666666666666666,4.826190476190476,1.788095238095238,0.0,13.721428571428572,0.0,13.130952380952381,2.138095238095238,,18.0,95.53999999999996,0.004,-0.30000000000000004,0.6000000000000001,-0.2,10.2,3.066137566137566,0.022222222222222223,0,0,1,-0.0,-0.0
30,D,United States,Australia,2026-06-19 19:00:00+00:00,"Lumen Field, Seattle",Group,1,Lumen Field,Seattle,US,10,17,73,0,1,0,16.0,1673.13,CONCACAF,2026-05-26,20,1.5,0.9,0.5,0.3,9/9/2009,0.0115,38791939.48672227,5635312.92356,5.0,3.0,0.6,5.5,1.25,0.0,11.25,0.0,11.5,1.25,4.0,27.0,1580.67,AFC,2026-05-26,20,2.3,0.55,0.75,0.1,9/8/2015,0.0015,27967349.892567765,8786695.0368,4.0,3.0,0.75,2.0,1.75,0.0,13.0,0.0,6.25,0.25,4.0,11.0,92.46000000000004,0.01,-0.7999999999999998,0.35,-0.25,7.5,3.0,0.0,0,0,3,1.0,0.3333333333333333
31,C,Scotland,Morocco,2026-06-19 22:00:00+00:00,"Gillette Stadium, Boston",Group,1,Gillette Stadium,Boston,US,20,20,68,0,0,0,43.0,1498.35,UEFA,2026-05-26,20,1.45,1.15,0.45,0.25,9/9/2019,0.0025,23885989.19148476,8012286.39256,2.0,2.0,1.0,5.373809523809523,1.278042328042328,0.022222222222222223,11.536772486772486,0.0,12.646296296296295,2.011904761904762,,8.0,1755.87,CAF,2026-05-26,20,1.5,0.45,0.55,0.35,9/9/2024,0.0145,25759863.253529023,2585999.59836,4.0,2.0,0.5,1.7142857142857142,1.2857142857142858,0.1428571428571428,13.857142857142858,0.0,8.714285714285714,2.7142857142857144,7.0,-35.0,-257.52,-0.012,-0.050000000000000044,0.7,-0.10000000000000003,7.088095238095238,2.563756613756614,0.16507936507936502,0,0,2,-3.0,-1.5
32,C,Brazil,Haiti,2026-06-20 01:00:00+00:00,"Lincoln Financial Field, Philadelphia",Group,1,Lincoln Financial Field,Philadelphia,US,10,24,67,0,0,0,6.0,1761.16,CONMEBOL,2026-05-26,20,2.35,0.85,0.7,0.1,9/9/2025,0.0935,22095034.097108,1209855.67744,8.0,4.0,0.5,7.4,1.2,0.0,12.6,0.0,18.0,1.6,5.0,83.0,,CONCACAF,2026-05-26,20,2.65,0.9,0.6,0.2,9/9/2025,0.0005,19987974.52882009,9945914.74458,,,,4.944444444444444,2.0833333333333335,0.0,13.083333333333334,0.0,12.388888888888888,2.75,,77.0,1761.16,0.093,-0.2999999999999998,-0.050000000000000044,0.09999999999999998,12.344444444444445,3.283333333333333,0.0,0,0,4,16.0,3.0
33,F,Tunisia,Japan,2026-06-20 04:00:00+00:00,"Estadio BBVA, Monterrey",Group,1,Estadio BBVA,Monterrey,MX,538,33,55,0,0,0,44.0,1483.05,CAF,2026-05-26,20,1.85,0.8,0.55,0.35,9/9/2018,0.0015,26158834.093685947,9801339.18266,5.0,2.0,0.4,7.0,1.6666666666666667,0.0,13.333333333333334,0.0,9.666666666666666,2.333333333333333,3.0,18.0,1660.43,AFC,2026-05-26,20,2.3,0.6,0.7,0.1,9/8/2015,0.0205,26536649.92460422,388936.77493,6.0,2.0,0.3333333333333333,4.75,1.5,0.0,14.5,0.0,10.5,2.25,4.0,-26.0,-177.3800000000001,-0.019,-0.44999999999999973,0.20000000000000007,-0.1499999999999999,11.75,3.166666666666667,0.0,1,0,4,-1.0,-0.25
34,F,Netherlands,Sweden,2026-06-20 17:00:00+00:00,"NRG Stadium, Houston",Group,1,NRG Stadium,Houston,US,15,30,76,1,0,0,7.0,1757.87,UEFA,2026-05-26,20,2.5,0.75,0.75,0.05,9/9/2019,0.0335,21922638.70122959,1570368.21352,4.0,1.0,0.25,3.8,2.4,0.2,17.4,0.0,8.0,1.4,5.0,38.0,1514.77,UEFA,2026-05-26,20,1.2,0.9,0.4,0.25,9/9/2023,0.0055,14717163.195243029,7848076.48634,2.0,1.0,0.5,5.373809523809523,1.278042328042328,0.022222222222222223,11.536772486772486,0.0,12.646296296296295,2.011904761904762,,31.0,243.0999999999999,0.028000000000000004,1.3,-0.15000000000000002,0.35,9.173809523809524,3.678042328042328,0.22222222222222224,0,0,19,-12.0,-0.631578947368421
35,E,Germany,Côte d'Ivoire,2026-06-20 20:00:00+00:00,"BMO Field, Toronto",Group,1,BMO Field,Toronto,CA,76,22,64,0,0,0,10.0,1730.37,UEFA,2026-05-26,20,3.3,0.55,0.75,0.2,9/9/2019,0.0515,20114630.6718878,1006478.06215,2.0,2.0,1.0,8.333333333333334,1.0,0.0,8.666666666666666,0.0,22.33333333333333,4.0,3.0,34.0,1532.98,CAF,2026-05-26,20,1.75,0.85,0.5,0.35,9/9/2025,0.0025,29811120.14364032,4591514.88121,7.0,3.0,0.4285714285714285,4.636904761904762,1.8422619047619047,0.0357142857142857,13.630952380952381,0.0,9.866071428571429,2.095238095238095,,24.0,197.38999999999987,0.048999999999999995,1.5499999999999998,-0.29999999999999993,0.25,12.970238095238095,2.8422619047619047,0.0357142857142857,0,0,1,-0.0,-0.0
36,E,Ecuador,Curaçao,2026-06-21 00:00:00+00:00,"GEHA Field at Arrowhead Stadium, Kansas City",Group,1,GEHA Field at Arrowhead Stadium,Kansas City,US,320,25,68,0,0,0,23.0,1594.78,CONMEBOL,2026-05-26,20,0.9,0.9,0.35,0.2,9/9/2025,0.0075,27169753.6524508,4265760.44366,1.0,0.0,0.0,3.6666666666666665,1.0,0.0,16.666666666666668,0.0,9.0,2.6666666666666665,3.0,82.0,,CONCACAF,2026-05-26,20,0.95,1.5,0.2,0.3,9/9/2025,0.0005,40252293.17691622,9452414.27713,2.0,0.0,0.0,4.944444444444444,2.0833333333333335,0.0,13.083333333333334,0.0,12.388888888888888,2.75,,59.0,1594.78,0.006999999999999999,-0.04999999999999993,-0.6,0.14999999999999997,8.61111111111111,3.0833333333333335,0.0,0,0,1,-0.0,-0.0
37,H,Spain,Saudi Arabia,2026-06-21 16:00:00+00:00,"Mercedes-Benz Stadium, Atlanta",Group,1,Mercedes-Benz Stadium,Atlanta,US,320,27,70,1,0,0,2.0,1876.4,UEFA,2026-05-26,20,3.2,0.55,0.8,0.15,9/9/2009,0.1745,24572952.002613,432340.36399,9.0,5.0,0.5555555555555556,5.25,0.5,0.0,10.25,0.0,12.75,2.75,4.0,61.0,1421.43,AFC,2026-05-26,20,2.15,0.75,0.6,0.35,9/9/2009,0.0005,32004117.653883725,9068610.18103,1.0,0.0,0.0,2.6666666666666665,4.666666666666667,0.0,18.666666666666668,0.0,9.666666666666666,1.0,3.0,59.0,454.97,0.174,1.0500000000000003,-0.19999999999999996,0.20000000000000007,7.916666666666666,5.166666666666667,0.0,0,0,4,7.0,1.75
38,G,Belgium,Iran,2026-06-21 19:00:00+00:00,"SoFi Stadium, Los Angeles",Group,1,SoFi Stadium,Los Angeles,US,60,22,70,1,0,0,9.0,1734.71,UEFA,2026-05-26,20,2.6,0.65,0.8,0.0,9/9/2024,0.0175,19566020.39800229,2472444.88539,,,,5.666666666666667,1.6666666666666667,0.0,10.0,0.0,11.333333333333334,1.0,3.0,21.0,1615.3,AFC,2026-05-26,20,2.35,0.9,0.55,0.35,9/8/2015,0.0015,30723394.730790146,5609318.38896,5.0,2.0,0.4,2.6666666666666665,2.333333333333333,0.0,12.333333333333334,0.0,11.666666666666666,2.0,3.0,12.0,119.41000000000008,0.016,0.25,-0.25,0.25,8.333333333333334,4.0,0.0,0,0,1,0.0,0.0
39,H,Uruguay,Cape Verde,2026-06-21 22:00:00+00:00,"Hard Rock Stadium, Miami",Group,1,Hard Rock Stadium,Miami,US,2,30,78,1,0,0,17.0,1673.07,CONMEBOL,2026-05-26,20,1.8,0.75,0.7,0.15,9/9/2025,0.0105,21279954.74762362,6568389.70273,10.0,5.0,0.5,2.6666666666666665,2.6666666666666665,0.0,11.333333333333334,0.0,10.666666666666666,1.0,3.0,69.0,1366.13,CAF,2026-05-26,20,1.05,1.4,0.45,0.05,9/9/2025,0.0005,27348876.04516404,9837589.0361,5.0,2.0,0.4,4.636904761904762,1.8422619047619047,0.0357142857142857,13.630952380952381,0.0,9.866071428571429,2.095238095238095,,52.0,306.9399999999998,0.01,0.75,-0.6499999999999999,0.24999999999999994,7.303571428571429,4.508928571428571,0.0357142857142857,0,0,1,-0.0,-0.0
40,G,New Zealand,Egypt,2026-06-22 01:00:00+00:00,"BC Place, Vancouver",Group,1,BC Place,Vancouver,CA,10,18,70,1,0,0,85.0,,OFC,2026-05-26,20,2.65,1.15,0.5,0.15,9/7/2012,0.0005,34991939.66064518,9482079.03597,2.0,1.0,0.5,4.697435897435898,1.7829670329670328,0.013186813186813185,12.79130036630037,0.0,11.55018315018315,2.033608058608059,,29.0,1563.24,CAF,2026-05-26,20,1.55,0.65,0.5,0.35,9/9/2025,0.0025,28698714.585176937,7695444.59212,11.0,6.0,0.5454545454545454,4.636904761904762,1.8422619047619047,0.0357142857142857,13.630952380952381,0.0,9.866071428571429,2.095238095238095,,-56.0,-1563.24,-0.002,1.0999999999999999,0.4999999999999999,0.0,9.33434065934066,3.6252289377289375,0.04890109890109888,0,0,4,-2.0,-0.5
41,J,Argentina,Austria,2026-06-22 17:00:00+00:00,"AT&T Stadium, Dallas",Group,1,AT&T Stadium,Dallas,US,170,30,65,1,0,0,3.0,1874.81,CONMEBOL,2026-05-26,20,1.8,1.15,0.5,0.25,9/9/2025,0.0825,21297508.075291023,1196899.42373,12.0,7.0,0.5833333333333334,5.571428571428571,2.2857142857142856,0.0,14.285714285714286,0.0,14.857142857142858,3.2857142857142856,7.0,24.0,1593.45,UEFA,2026-05-26,20,1.65,0.9,0.45,0.3,9/9/2025,0.0055,27932899.50664088,2789328.95809,2.0,0.0,0.0,5.373809523809523,1.278042328042328,0.022222222222222223,11.536772486772486,0.0,12.646296296296295,2.011904761904762,,21.0,281.3599999999999,0.077,0.15000000000000013,0.2499999999999999,0.04999999999999999,10.945238095238095,3.5637566137566137,0.022222222222222223,0,0,3,4.0,1.3333333333333333
42,I,France,Iraq,2026-06-22 21:00:00+00:00,"Lincoln Financial Field, Philadelphia",Group,1,Lincoln Financial Field,Philadelphia,US,10,24,67,0,0,0,1.0,1877.32,UEFA,2026-05-26,20,1.8,0.75,0.75,0.15,9/9/2025,0.1745,30672293.891126063,690926.80513,4.0,1.0,0.25,5.428571428571429,1.1428571428571428,0.0,9.857142857142858,0.0,14.428571428571429,2.2857142857142856,7.0,57.0,1447.14,AFC,2026-05-26,20,1.3,1.2,0.35,0.3,9/8/2015,0.0005,16341521.998710928,10146710.22135,7.0,5.0,0.7142857142857143,3.513888888888889,2.347222222222222,0.0,13.347222222222221,0.0,9.555555555555555,1.597222222222222,,56.0,430.17999999999984,0.174,0.5,-0.44999999999999996,0.4,8.942460317460318,3.4900793650793647,0.0,0,0,1,0.0,0.0
43,I,Norway,Senegal,2026-06-23 00:00:00+00:00,"MetLife Stadium, East Rutherford",Group,1,MetLife Stadium,East Rutherford,US,10,22,65,0,0,0,31.0,1550.94,UEFA,2026-05-26,20,2.55,1.1,0.55,0.15,9/9/2025,0.0245,22743778.971879464,2530508.6866,,,,5.373809523809523,1.278042328042328,0.022222222222222223,11.536772486772486,0.0,12.646296296296295,2.011904761904762,,14.0,1688.99,CAF,2026-05-26,20,2.05,1.05,0.65,0.25,9/9/2025,0.0065,21364797.5571306,4888264.54941,8.0,5.0,0.625,5.5,1.75,0.0,12.0,0.0,12.75,2.0,4.0,-17.0,-138.04999999999995,0.018000000000000002,0.5,0.050000000000000044,-0.09999999999999998,10.873809523809523,3.028042328042328,0.022222222222222223,0,0,2,-1.0,-0.5
44,J,Jordan,Algeria,2026-06-23 03:00:00+00:00,"Levi's Stadium, Santa Clara",Group,1,Levi's Stadium,Santa Clara,US,10,17,75,0,0,0,63.0,1391.45,AFC,2026-05-26,20,1.85,1.3,0.5,0.3,9/8/2015,0.0005,30283998.491882782,9785048.65762,1.0,0.0,0.0,3.513888888888889,2.347222222222222,0.0,13.347222222222221,0.0,9.555555555555555,1.597222222222222,,28.0,1564.26,CAF,2026-05-26,20,1.45,1.0,0.45,0.35,9/9/2012,0.0015,25523881.59921525,9159207.37584,3.0,2.0,0.6666666666666666,4.636904761904762,1.8422619047619047,0.0357142857142857,13.630952380952381,0.0,9.866071428571429,2.095238095238095,,-35.0,-172.80999999999995,-0.001,0.40000000000000013,0.30000000000000004,0.04999999999999999,8.15079365079365,4.1894841269841265,0.0357142857142857,0,0,3,-6.0,-2.0
45,K,Portugal,Uzbekistan,2026-06-23 17:00:00+00:00,"NRG Stadium, Houston",Group,1,NRG Stadium,Houston,US,15,30,76,1,0,0,5.0,1763.83,UEFA,2026-05-26,20,2.05,0.8,0.7,0.15,9/9/2025,0.1065,24168639.94677366,388425.62603,7.0,4.0,0.5714285714285714,5.6,1.2,0.0,11.2,0.0,12.4,2.6,5.0,50.0,1465.34,AFC,2026-05-26,20,1.4,1.25,0.35,0.3,9/8/2015,0.0005,44915727.30141759,8306679.95523,4.0,2.0,0.5,3.513888888888889,2.347222222222222,0.0,13.347222222222221,0.0,9.555555555555555,1.597222222222222,,45.0,298.49,0.106,0.6499999999999999,-0.44999999999999996,0.35,9.113888888888889,3.5472222222222216,0.0,0,0,1,0.0,0.0
46,L,England,Ghana,2026-06-23 20:00:00+00:00,"Gillette Stadium, Boston",Group,1,Gillette Stadium,Boston,US,20,20,68,0,0,0,4.0,1825.97,UEFA,2026-05-26,20,2.3,0.5,0.65,0.2,9/9/2025,0.1125,19998863.259082943,1257437.71482,6.0,3.0,0.5,5.0,0.2,0.0,10.6,0.0,12.0,1.0,5.0,74.0,,CAF,2026-05-26,20,1.5,0.6,0.6,0.15,9/9/2024,0.0025,23069795.21664008,9446017.32748,5.0,1.0,0.2,4.333333333333333,2.6666666666666665,0.0,15.333333333333334,0.0,8.333333333333334,1.3333333333333333,3.0,70.0,1825.97,0.11,0.7999999999999998,-0.09999999999999998,0.050000000000000044,9.333333333333332,2.8666666666666667,0.0,0,0,2,0.0,0.0
47,L,Panama,Croatia,2026-06-23 23:00:00+00:00,"BMO Field, Toronto",Group,1,BMO Field,Toronto,CA,76,22,64,0,0,0,33.0,1540.64,CONCACAF,2026-05-26,20,1.2,1.85,0.3,0.3,9/8/2025,0.0005,17394229.055756878,10153517.11113,7.0,5.0,0.7142857142857143,4.944444444444444,2.0833333333333335,0.0,13.083333333333334,0.0,12.388888888888888,2.75,,11.0,1717.07,UEFA,2026-05-26,20,1.75,0.75,0.55,0.3,9/9/2019,0.0085,26032160.421890847,3754946.25424,9.0,5.0,0.5555555555555556,4.285714285714286,1.1428571428571428,0.0,12.857142857142858,0.0,11.571428571428571,1.5714285714285714,7.0,-22.0,-176.42999999999984,-0.008,-0.55,1.1,-0.25000000000000006,9.23015873015873,3.2261904761904763,0.0,0,0,1,-0.0,-0.0
48,K,Colombia,DR Congo,2026-06-24 02:00:00+00:00,"Estadio Akron, Guadalajara",Group,1,Estadio Akron,Guadalajara,MX,1560,23,55,0,0,0,13.0,1693.09,CONMEBOL,2026-05-26,20,1.65,1.0,0.4,0.3,9/9/2025,0.0175,20157884.61946753,4887618.55151,6.0,2.0,0.3333333333333333,4.826190476190476,1.788095238095238,0.0,13.721428571428572,0.0,13.130952380952381,2.138095238095238,,46.0,1478.35,CAF,2026-05-26,20,1.7,1.3,0.4,0.25,9/9/2025,0.0005,23075657.89078797,4336566.88433,5.0,3.0,0.6,4.636904761904762,1.8422619047619047,0.0357142857142857,13.630952380952381,0.0,9.866071428571429,2.095238095238095,,33.0,214.74,0.017,-0.050000000000000044,-0.30000000000000004,0.0,9.463095238095239,3.6303571428571426,0.0357142857142857,1,1,1,0.0,0.0
49,B,Switzerland,Canada,2026-06-24 19:00:00+00:00,"BC Place, Vancouver",Group,1,BC Place,Vancouver,CA,10,18,70,1,0,1,19.0,1649.4,UEFA,2026-05-26,20,1.9,1.1,0.45,0.3,9/9/2023,0.0095,21886137.313956413,1182115.14173,6.0,1.0,0.1666666666666666,5.0,2.25,0.0,13.0,0.0,9.0,1.5,4.0,30.0,1556.48,CONCACAF,2026-05-26,20,2.0,1.15,0.4,0.25,9/9/2018,0.0035,28311657.534684703,8661889.89084,4.0,1.0,0.25,4.0,2.6666666666666665,0.0,11.0,0.0,11.666666666666666,2.6666666666666665,3.0,11.0,92.92000000000007,0.006,-0.10000000000000009,-0.04999999999999982,0.04999999999999999,9.0,4.916666666666666,0.0,0,0,2,-2.0,-1.0
50,B,Bosnia and Herzegovina,Qatar,2026-06-24 19:00:00+00:00,"Lumen Field, Seattle",Group,1,Lumen Field,Seattle,US,10,17,73,0,0,0,65.0,1385.84,UEFA,2026-05-26,20,1.9,1.6,0.35,0.15,9/9/2025,0.0025,12691500.810334688,9788254.94945,4.0,3.0,0.75,5.373809523809523,1.278042328042328,0.022222222222222223,11.536772486772486,0.0,12.646296296296295,2.011904761904762,,55.0,1454.96,AFC,2026-05-26,20,3.05,1.05,0.5,0.3,9/8/2015,0.0005,28965219.95633185,10015296.22025,3.0,3.0,1.0,3.0,2.333333333333333,0.0,10.333333333333334,0.0,7.0,2.333333333333333,3.0,-10.0,-69.12000000000012,0.002,-1.15,0.55,-0.15000000000000002,8.373809523809523,3.611375661375661,0.022222222222222223,0,0,2,0.0,0.0
51,C,Scotland,Brazil,2026-06-24 22:00:00+00:00,"Hard Rock Stadium, Miami",Group,1,Hard Rock Stadium,Miami,US,2,30,78,1,0,0,43.0,1498.35,UEFA,2026-05-26,20,1.45,1.15,0.45,0.25,9/9/2019,0.0025,23885989.19148476,8012286.39256,2.0,2.0,1.0,5.373809523809523,1.278042328042328,0.022222222222222223,11.536772486772486,0.0,12.646296296296295,2.011904761904762,,6.0,1761.16,CONMEBOL,2026-05-26,20,2.35,0.85,0.7,0.1,9/9/2025,0.0935,22095034.097108,1209855.67744,8.0,4.0,0.5,7.4,1.2,0.0,12.6,0.0,18.0,1.6,5.0,-37.0,-262.8100000000002,-0.091,-0.9000000000000001,0.29999999999999993,-0.24999999999999994,12.773809523809524,2.478042328042328,0.022222222222222223,0,0,11,-13.0,-1.1818181818181819
52,C,Morocco,Haiti,2026-06-24 22:00:00+00:00,"Mercedes-Benz Stadium, Atlanta",Group,1,Mercedes-Benz Stadium,Atlanta,US,320,27,70,1,0,0,8.0,1755.87,CAF,2026-05-26,20,1.5,0.45,0.55,0.35,9/9/2024,0.0145,25759863.253529023,2585999.59836,4.0,2.0,0.5,1.7142857142857142,1.2857142857142858,0.1428571428571428,13.857142857142858,0.0,8.714285714285714,2.7142857142857144,7.0,83.0,,CONCACAF,2026-05-26,20,2.65,0.9,0.6,0.2,9/9/2025,0.0005,19987974.52882009,9945914.74458,,,,4.944444444444444,2.0833333333333335,0.0,13.083333333333334,0.0,12.388888888888888,2.75,,75.0,1755.87,0.014,-1.15,-0.45,-0.04999999999999993,6.658730158730158,3.3690476190476195,0.1428571428571428,0,0,1,-0.0,-0.0
